SKU_ID,Product_Name,Category,Pack_Size_g_ml,MRP,Selling_Price,Current_Inventory,Days_Until_Expiry,Days_In_Warehouse,Sales_Last_7_Days,Sales_Last_30_Days,Storage_Space_Used_Liters,Was_Discounted,Discount_Percentage,Sold_Before_Expiry,Seasonal_Demand_Flag
74581384,Bisleri 1L,Beverages,1500,305.78,284.94,20,28,79,0,0,458.7,False,0.0,False,False
1209b61e,Kurkure Chilli Chatka,Snacks & Packaged Foods,200,324.42,254.14,652,21,102,626,990,3880.2,True,25.04,True,True
a0120af1,Chicco Baby Shampoo,Baby & Kids,5000,949.65,625.27,462,3,9,399,749,46839.83,True,25.62,False,False
c8390c1b,Milton Lunch Box,Plasticware & Storage,200,607.91,562.25,641,999,99,220,589,3302.2,True,24.15,True,True
8f615556,Red Bull,Beverages,50,993.53,866.85,404,7,21,267,501,773.37,True,9.88,True,False
47503dbc,Red Bull,Beverages,5000,954.85,647.99,177,18,24,161,318,32446.98,False,0.0,True,True
95966ce3,Amul Kool Kesar,Beverages,1000,713.38,610.56,338,9,83,226,269,8868.0,True,34.86,True,True
f36f728f,Haldiram's Bhujia,Snacks & Packaged Foods,1500,973.83,730.16,754,27,92,220,263,21671.39,False,0.0,True,True
04ec68e6,Rajdhani Sooji,Staples & Dry Goods,200,1055.42,1049.56,235,16,107,195,322,1771.58,True,17.57,True,False
d137cda3,Fiama Shower Gel,Personal Care,5000,913.61,853.14,717,999,57,295,499,39027.41,True,19.77,True,False
7c66ab2b,Heritage Paneer,Dairy & Eggs,2000,1040.14,1035.86,89,9,45,28,43,6222.91,True,16.83,True,False
41bf2ada,Lay's Salted,Snacks & Packaged Foods,500,1110.16,991.83,321,14,28,97,163,4593.55,True,9.25,True,True
feb378bc,NestFresh Eggs,Dairy & Eggs,200,811.58,806.73,273,2,78,218,446,1230.12,True,38.19,False,True
68828faa,Daawat Brown Rice,Staples & Dry Goods,100,1169.47,1047.8,40,1,71,31,58,91.94,True,20.98,True,True
18d31e45,Milton Lunch Box,Plasticware & Storage,1000,967.86,808.93,261,999,93,121,246,6601.83,True,10.06,True,True
bdfea7c7,Balaji Wafers,Snacks & Packaged Foods,2000,329.54,328.92,606,6,56,63,425,39693.19,False,0.0,True,True
df5ad610,Pigeon Feeding Bottle,Baby & Kids,500,571.0,433.44,158,24,90,95,251,2021.69,False,0.0,True,False
aeb493f2,Harpic Toilet Cleaner,Home Cleaning,50,829.99,821.11,780,999,50,742,1125,1121.82,False,0.0,True,False
eecd2794,Coca-Cola 1.25L,Beverages,500,536.44,410.83,777,29,85,654,701,7568.37,False,0.0,True,True
752a0c46,Tupperware Container,Plasticware & Storage,2000,62.66,59.84,385,999,67,129,453,27341.68,True,28.63,True,False
573ddb68,Fiama Shower Gel,Personal Care,1000,822.16,616.31,86,999,120,77,87,1570.8,True,14.03,True,True
17aefa13,Daawat Brown Rice,Staples & Dry Goods,500,91.57,76.26,606,23,83,107,594,5923.74,True,31.52,True,True
efa4c24d,Vim Dishwash Bar,Home Cleaning,500,467.83,383.26,459,999,4,189,280,5794.56,False,0.0,True,False
02319295,Aavin Butter,Dairy & Eggs,2000,1118.09,742.78,232,13,94,11,13,13517.77,True,16.32,True,False
cbcf5ee2,Govardhan Ghee,Dairy & Eggs,5000,881.02,617.13,301,29,12,50,317,19018.25,True,33.06,True,False
dc51973a,Exo Dishwash Liquid,Home Cleaning,50,663.14,623.87,345,999,61,130,340,231.81,False,0.0,True,False
ad363908,Pigeon Plastic Jug,Plasticware & Storage,2000,1176.82,857.55,231,999,26,150,203,9365.04,False,0.0,True,True
cbfa2d5d,Johnson's Baby Powder,Baby & Kids,2000,1053.43,923.18,194,21,88,164,254,13189.49,False,0.0,True,False
84d8c8a5,Baby Dove Lotion,Baby & Kids,1000,32.71,26.37,514,6,61,124,210,19930.77,True,8.11,True,True
33190495,Domex Disinfectant,Home Cleaning,1500,991.36,850.56,138,999,10,48,145,7010.3,True,34.28,True,False
1fa45892,Too Yumm Chips,Snacks & Packaged Foods,5000,691.2,613.52,110,1,55,91,117,17390.74,False,0.0,True,False
abda93ae,Johnson's Baby Powder,Baby & Kids,500,717.84,667.46,137,28,57,53,141,2539.68,True,34.32,True,False
bf00b09c,Appy Fizz,Beverages,1000,742.23,686.76,99,16,89,36,61,1411.59,True,34.24,True,False
57f98613,Clinic Plus Conditioner,Personal Care,1000,735.26,571.07,205,999,46,188,250,4282.39,True,18.14,True,True
2efe8008,Tide Detergent,Home Cleaning,100,1158.29,897.85,248,999,80,11,58,451.95,True,15.85,True,False
c26ccdf0,NestFresh Eggs,Dairy & Eggs,100,148.01,103.93,704,9,45,397,574,2675.41,True,18.54,True,False
8893bae5,Mee Mee Teether,Baby & Kids,1500,914.18,893.06,624,15,28,575,605,23457.34,True,9.96,True,False
8c836245,Amul Milk,Dairy & Eggs,1000,455.33,338.81,94,10,83,65,111,3362.44,False,0.0,True,True
9f86c70a,Amul Milk,Dairy & Eggs,200,897.89,617.82,124,23,59,7,12,838.81,True,18.29,True,True
cef5760a,Organic Tattva Besan,Staples & Dry Goods,1000,456.85,436.39,438,8,70,332,413,7996.84,False,0.0,True,False
9dbd0fc2,Rin Detergent Powder,Home Cleaning,50,652.4,500.51,337,999,61,326,576,498.22,False,0.0,True,True
de3e0e36,Signoraware Spice Rack,Plasticware & Storage,1500,501.24,332.23,47,999,93,25,66,2758.72,False,0.0,True,False
1cb52e49,Dove Shampoo,Personal Care,200,516.31,440.45,476,999,110,114,205,3607.09,True,26.61,True,False
53cc8ddf,Real Mixed Fruit,Beverages,500,444.76,344.2,749,29,9,649,1067,13563.03,False,0.0,True,True
6252429b,Harpic Toilet Cleaner,Home Cleaning,1000,121.66,108.46,524,999,81,235,430,9266.84,False,0.0,True,True
6c38b14f,Nandini Lassi,Dairy & Eggs,2000,208.17,188.89,711,21,95,237,905,28409.44,True,16.01,True,True
0dc20bc8,Parle-G Biscuits,Snacks & Packaged Foods,200,84.3,80.3,98,22,10,98,134,353.26,True,33.16,True,False
1c6b0a6c,Colgate Toothpaste,Personal Care,500,774.4,619.96,104,999,47,88,184,568.54,False,0.0,True,True
58f75b45,Aashirvaad Atta,Staples & Dry Goods,100,55.3,41.39,67,18,18,58,95,69.42,False,0.0,True,True
e906932f,Surf Excel Matic,Home Cleaning,100,1043.56,883.99,631,999,44,540,997,1815.01,True,32.91,True,False
e2547d13,Prince Storage Box,Plasticware & Storage,2000,1002.16,989.59,578,999,99,554,941,12651.11,True,30.98,True,True
46dfdaa8,Real Mixed Fruit,Beverages,5000,582.51,425.7,178,18,19,154,189,32332.11,False,0.0,True,False
92802c24,Sebamed Baby Soap,Baby & Kids,100,407.22,359.04,731,3,18,629,682,1271.41,False,0.0,False,True
6239dc3e,Rajdhani Sooji,Staples & Dry Goods,1500,25.11,23.77,71,1,104,38,77,2227.7,True,35.19,True,False
050542fc,Too Yumm Chips,Snacks & Packaged Foods,500,184.21,164.14,185,30,15,119,124,1368.2,True,18.33,True,True
e68d837a,Haldiram's Bhujia,Snacks & Packaged Foods,500,215.53,157.94,607,16,80,560,786,11322.88,True,19.88,True,False
a585bb9c,Himalaya Face Wash,Personal Care,100,767.22,761.41,706,999,30,278,652,1589.24,True,14.46,True,True
dedf6ce4,Pril Liquid,Home Cleaning,2000,1172.84,924.47,671,999,96,544,1119,13790.04,True,38.58,True,True
9346cd13,Dettol Surface Wipes,Home Cleaning,1000,707.7,576.18,426,999,79,13,134,6161.32,True,12.08,True,False
ea1e5529,Baby Dove Lotion,Baby & Kids,500,556.73,417.65,206,4,115,80,213,3663.19,True,15.42,False,False
6e0a23bb,Paper Boat Jaljeera,Beverages,5000,593.65,437.38,261,2,75,236,357,50984.04,True,26.51,False,False
d8e4bb05,Pigeon Feeding Bottle,Baby & Kids,1000,1107.72,1024.62,383,11,62,48,391,9405.9,False,0.0,True,True
2acc2359,Nivea Deodorant,Personal Care,5000,818.65,643.89,326,999,92,174,396,37114.41,False,0.0,True,False
4804607d,Cello Water Bottle,Plasticware & Storage,1500,976.84,709.85,364,999,20,45,336,13262.57,False,0.0,True,True
28f8e1d8,NestFresh Eggs,Dairy & Eggs,1500,461.04,438.02,377,11,10,245,271,9887.21,False,0.0,True,False
a3089dc2,Himalaya Face Wash,Personal Care,500,937.18,846.9,287,999,60,112,169,1468.94,True,31.94,True,False
6f0bd1df,Huggies Wipes,Baby & Kids,50,1122.53,962.22,231,27,102,81,229,263.67,True,10.66,True,True
45778fa7,Dettol Surface Wipes,Home Cleaning,100,1080.34,779.42,602,999,28,442,612,1254.78,False,0.0,True,False
4212755b,Daawat Brown Rice,Staples & Dry Goods,500,921.38,866.84,687,20,36,681,801,9978.6,True,32.27,True,True
78500d6e,Domex Disinfectant,Home Cleaning,2000,377.66,357.34,214,999,83,104,244,14871.53,False,0.0,True,False
c1863f5f,Nandini Lassi,Dairy & Eggs,2000,247.03,240.58,600,30,21,273,354,15172.08,True,32.45,True,True
7d2d15c2,Huggies Wipes,Baby & Kids,100,605.75,593.75,754,27,27,221,688,1082.05,False,0.0,True,False
19a2a4c8,Tata Sampann Moong Dal,Staples & Dry Goods,1000,522.01,463.11,158,11,115,132,151,3086.31,True,14.8,True,False
bd442d50,Frooti Mango Drink,Beverages,1000,54.92,45.34,776,27,16,95,551,10550.7,True,30.34,True,False
98f43bc6,Daawat Brown Rice,Staples & Dry Goods,500,1038.93,843.08,166,19,11,45,165,1114.13,False,0.0,True,False
a5178efd,Fortune Biryani Rice,Staples & Dry Goods,2000,948.62,774.42,635,3,43,223,774,33706.57,True,6.88,False,False
3d51c851,Pampers Diapers,Baby & Kids,50,555.38,444.52,763,24,90,589,1029,989.1,False,0.0,True,True
197e494f,Paper Boat Jaljeera,Beverages,50,985.26,895.94,85,4,82,83,119,92.93,False,0.0,False,False
514a216c,Saffola Oats,Staples & Dry Goods,50,335.41,262.99,354,4,23,114,426,659.91,False,0.0,True,False
68422988,Dynamix Milk,Dairy & Eggs,1000,1060.85,888.11,300,13,81,220,248,4706.61,False,0.0,True,True
ae4c4b28,Himalaya Face Wash,Personal Care,200,138.86,96.42,87,999,48,40,92,389.97,False,0.0,True,False
f1547e60,Bingo Chips,Snacks & Packaged Foods,200,875.65,654.79,283,13,88,164,355,1888.77,True,21.17,True,False
e6271dca,Organic Tattva Besan,Staples & Dry Goods,50,80.87,63.46,415,30,64,373,471,487.76,False,0.0,True,False
189fb6ba,Dettol Soap,Personal Care,50,1057.8,910.86,47,999,40,10,20,86.12,True,28.46,True,True
215f2115,Amul Milk,Dairy & Eggs,1000,11.96,8.45,42,29,38,2,31,616.02,True,34.41,True,False
fa1dae3c,Daawat Brown Rice,Staples & Dry Goods,500,425.47,414.57,556,8,36,413,802,2796.54,True,16.42,True,False
44ffeb88,Dettol Soap,Personal Care,1500,467.07,408.01,570,999,115,39,297,29178.2,True,9.77,True,False
f2952842,Signoraware Spice Rack,Plasticware & Storage,500,1075.49,1027.14,162,999,3,3,145,2194.77,False,0.0,True,False
a04c435c,Amul Milk,Dairy & Eggs,50,922.1,701.25,570,26,21,290,491,831.98,True,20.68,True,False
0fa3f376,Daawat Brown Rice,Staples & Dry Goods,200,911.42,703.74,19,10,54,4,11,72.09,False,0.0,True,False
9cdd9fdd,Haldiram's Bhujia,Snacks & Packaged Foods,100,1146.55,920.55,457,11,13,325,620,1783.88,True,18.2,True,False
06d7d976,Rajdhani Sooji,Staples & Dry Goods,5000,831.32,761.91,45,18,39,35,77,2927.47,False,0.0,True,False
ed58d779,Johnson's Baby Powder,Baby & Kids,1500,1169.24,877.79,490,22,42,281,549,14974.12,False,0.0,True,True
179c0536,Pigeon Feeding Bottle,Baby & Kids,2000,38.16,37.39,282,10,14,248,345,8839.41,False,0.0,True,False
310c96e4,Tata Sampann Moong Dal,Staples & Dry Goods,2000,948.07,733.98,262,9,114,28,122,14716.52,True,28.31,True,True
9fc83130,Milton Lunch Box,Plasticware & Storage,50,37.74,36.48,123,999,110,35,59,192.17,True,15.89,True,False
4fc91ea7,Cello Plastic Tray,Plasticware & Storage,50,530.26,390.15,285,999,25,252,288,197.62,False,0.0,True,False
1b7cc9bc,Nandini Lassi,Dairy & Eggs,1500,1155.5,913.79,327,13,75,240,506,7005.82,True,9.67,True,False
ce456623,Dettol Surface Wipes,Home Cleaning,100,28.67,26.21,783,999,115,114,170,2307.21,False,0.0,True,False
9d29da16,Clinic Plus Conditioner,Personal Care,500,979.11,792.0,428,999,74,289,346,6442.96,False,0.0,True,False
d3ded735,Prince Storage Box,Plasticware & Storage,1500,1049.78,748.46,506,999,68,349,428,11235.82,True,14.1,True,True
038a4504,Appy Fizz,Beverages,5000,724.9,520.43,547,5,49,240,241,93133.15,True,10.58,False,True
618ff935,Real Mixed Fruit,Beverages,2000,596.64,587.61,348,25,73,124,457,13808.56,False,0.0,True,True
db0e0b81,Mee Mee Teether,Baby & Kids,200,1129.49,801.11,559,2,61,461,1010,1687.93,False,0.0,False,True
75766a2c,Aavin Butter,Dairy & Eggs,500,121.49,106.53,360,5,22,197,264,5410.6,False,0.0,False,True
8e7aacfe,Harpic Toilet Cleaner,Home Cleaning,1000,316.12,250.15,177,999,62,27,184,6411.02,False,0.0,True,False
1813192a,Bisleri 1L,Beverages,5000,975.21,856.05,198,2,10,76,86,23583.5,True,9.59,False,True
bcf97a02,Organic Tattva Besan,Staples & Dry Goods,1000,429.35,342.06,774,11,48,191,431,11906.58,False,0.0,True,True
6ebc7250,Too Yumm Chips,Snacks & Packaged Foods,1500,210.05,191.93,800,17,110,259,894,13236.44,True,11.45,True,True
06cdb9a4,Sensodyne Toothpaste,Personal Care,1500,1126.08,1040.75,366,999,90,323,572,20141.17,True,32.33,True,False
22081692,Unibic Cookies,Snacks & Packaged Foods,500,813.16,643.0,669,8,103,318,826,5823.54,False,0.0,True,True
c513aae5,Amul Milk,Dairy & Eggs,2000,558.34,546.2,534,21,98,373,851,16376.1,False,0.0,True,True
1909f0b3,Colgate Toothpaste,Personal Care,1500,625.65,592.23,480,999,112,41,494,16484.51,False,0.0,True,True
f4cc285a,Tide Detergent,Home Cleaning,100,423.85,353.91,165,999,102,132,203,647.09,True,30.68,True,False
9540f0cf,Tupperware Container,Plasticware & Storage,1500,430.87,409.32,563,999,98,318,571,13487.44,False,0.0,True,True
51d11ed9,Heritage Paneer,Dairy & Eggs,2000,1121.24,1089.45,314,6,109,278,411,9395.0,True,19.13,True,False
b6632ec6,Bingo Chips,Snacks & Packaged Foods,100,14.05,13.73,688,24,120,368,465,2269.75,True,5.99,True,True
a776f5f4,Frooti Mango Drink,Beverages,1000,335.46,319.26,608,4,33,133,439,23502.44,False,0.0,True,True
41ee0113,Prince Storage Box,Plasticware & Storage,1000,1068.9,957.95,773,999,52,499,907,21404.81,True,31.91,True,False
610b70ea,Amul Milk,Dairy & Eggs,2000,649.48,524.24,507,17,14,64,444,13241.42,True,25.55,True,True
6d03c1e9,Haldiram's Bhujia,Snacks & Packaged Foods,200,704.28,490.19,533,27,92,51,150,2318.42,False,0.0,True,True
b0b6d4c4,Surf Excel Matic,Home Cleaning,1500,1001.98,881.21,744,999,69,494,658,23686.82,False,0.0,True,False
41f6954c,Balaji Wafers,Snacks & Packaged Foods,50,624.16,573.89,57,7,104,20,46,95.38,True,25.43,True,True
16a7acb9,Tata Sampann Moong Dal,Staples & Dry Goods,1000,881.44,591.98,342,29,53,164,409,6263.48,False,0.0,True,True
967f050b,Nivea Deodorant,Personal Care,200,517.74,458.24,558,999,72,214,241,2422.96,True,31.0,True,False
8c968ad6,Aashirvaad Atta,Staples & Dry Goods,5000,316.75,268.82,59,8,114,40,48,10919.82,False,0.0,True,False
09b9fa78,Fiama Shower Gel,Personal Care,50,919.11,791.86,384,999,6,159,466,404.57,True,25.25,True,False
88c1595f,Aashirvaad Atta,Staples & Dry Goods,200,834.75,624.85,314,27,52,149,174,1295.67,False,0.0,True,True
a993a449,Bisleri 1L,Beverages,2000,798.08,780.66,708,15,96,224,301,35608.2,False,0.0,True,False
8b9d749c,Dove Shampoo,Personal Care,1500,715.46,529.7,131,999,52,45,147,5322.72,False,0.0,True,True
567716b1,NestFresh Eggs,Dairy & Eggs,200,94.07,87.41,422,27,91,227,404,1682.03,True,37.88,True,False
85c0afc4,Organic Tattva Besan,Staples & Dry Goods,1500,352.42,251.01,134,11,67,102,118,7621.86,False,0.0,True,True
8349533a,Dettol Soap,Personal Care,5000,816.29,672.83,264,999,80,11,164,32978.2,True,29.9,True,True
32542c4f,Tata Sampann Moong Dal,Staples & Dry Goods,2000,321.78,258.79,274,26,2,76,175,14267.45,True,30.2,True,False
0bc6574f,Prince Storage Box,Plasticware & Storage,1500,1120.1,867.95,436,999,7,251,328,14259.12,False,0.0,True,True
9f85de67,Vim Dishwash Bar,Home Cleaning,200,122.28,82.78,22,999,79,21,21,62.97,False,0.0,True,False
c1673ac0,Patanjali Soap,Personal Care,500,626.03,614.06,474,999,105,419,652,5893.0,False,0.0,True,False
fdf2c256,Amul Cheese Slices,Dairy & Eggs,50,269.57,255.52,171,24,115,60,116,237.7,False,0.0,True,False
ebed8648,Natureland Organic Poha,Staples & Dry Goods,1500,540.18,534.98,247,9,68,0,138,9268.84,False,0.0,False,False
4504cbd3,Fortune Biryani Rice,Staples & Dry Goods,200,668.53,501.01,612,30,86,524,658,3989.51,False,0.0,True,False
f39afd48,Bingo Chips,Snacks & Packaged Foods,2000,94.46,89.13,695,2,96,177,629,35700.32,True,18.27,True,True
6b4218fa,Frooti Mango Drink,Beverages,1000,115.12,101.46,495,19,79,435,922,6080.1,True,6.99,True,True
f4f5e95c,Tata Sampann Moong Dal,Staples & Dry Goods,200,528.83,414.82,514,13,84,443,572,3136.11,True,27.17,True,True
5415a88d,Johnson's Baby Powder,Baby & Kids,2000,369.16,336.74,588,23,74,494,851,30271.21,True,9.88,True,True
b40086b3,Pigeon Plastic Jug,Plasticware & Storage,1500,900.03,652.21,570,999,61,276,417,32830.23,False,0.0,True,True
578507a5,Organic Tattva Besan,Staples & Dry Goods,500,218.83,157.02,599,19,99,537,768,11144.48,False,0.0,True,True
2b6b629e,Himalaya Face Wash,Personal Care,1000,1098.83,793.85,236,999,70,195,261,3406.93,True,38.79,True,False
ec3fa570,Patanjali Soap,Personal Care,2000,1136.7,812.75,44,999,16,3,38,1343.33,True,7.46,True,False
d3da7ea0,Baby Dove Lotion,Baby & Kids,100,986.19,874.58,361,14,58,207,338,1164.17,True,26.25,True,False
0de646f0,Mother Dairy Curd,Dairy & Eggs,1500,16.15,11.26,37,30,16,8,10,1171.23,False,0.0,True,False
cea9fbc9,Bisleri 1L,Beverages,1000,990.3,805.37,36,11,8,12,37,807.12,True,38.41,True,True
ca8e0094,Exo Dishwash Liquid,Home Cleaning,1500,249.97,168.13,597,999,15,388,665,29747.94,False,0.0,True,False
22224629,Amul Cheese Slices,Dairy & Eggs,5000,1093.31,983.17,230,23,97,202,416,26778.94,True,7.85,True,True
f7eb3128,Johnson's Baby Powder,Baby & Kids,5000,305.12,279.32,762,29,90,654,706,103820.37,False,0.0,True,True
75ad77f8,Tata Sampann Moong Dal,Staples & Dry Goods,5000,305.6,280.84,9,22,71,2,6,561.59,True,8.76,True,False
725ff0da,Amul Kool Kesar,Beverages,1500,1132.17,863.5,416,25,63,131,534,16045.24,False,0.0,True,False
a3e434b7,Patanjali Soap,Personal Care,1000,1021.61,693.16,39,999,92,32,37,417.55,True,39.3,True,True
6d0e3adc,Too Yumm Chips,Snacks & Packaged Foods,2000,689.41,500.37,638,3,15,374,861,21774.16,False,0.0,False,True
55e333e9,Harpic Toilet Cleaner,Home Cleaning,100,292.57,231.86,610,999,81,600,1119,2216.4,False,0.0,True,True
7bf11590,Aashirvaad Atta,Staples & Dry Goods,5000,861.49,739.5,261,7,116,17,239,42617.3,False,0.0,True,False
89907014,Lifebuoy Handwash,Personal Care,1000,798.09,593.2,500,999,12,92,526,8055.42,True,14.57,True,True
b5ce1f37,Fortune Biryani Rice,Staples & Dry Goods,1000,276.19,181.22,26,22,100,6,13,772.53,False,0.0,True,True
04fcf1de,Real Mixed Fruit,Beverages,500,107.94,101.46,738,30,105,235,810,12219.08,False,0.0,True,True
86f71eb3,Frooti Mango Drink,Beverages,500,464.95,424.97,491,28,58,203,276,2690.68,True,17.21,True,False
0e2814d1,Nivea Deodorant,Personal Care,50,198.34,132.03,282,999,81,41,48,404.85,True,10.53,True,True
06b957ba,Aashirvaad Atta,Staples & Dry Goods,200,740.75,513.72,654,29,37,308,368,4767.57,True,30.29,True,False
0e2ea1db,Balaji Wafers,Snacks & Packaged Foods,200,1029.72,833.73,364,19,42,240,476,1250.41,False,0.0,True,True
f95270ef,Prince Storage Box,Plasticware & Storage,100,413.03,273.94,426,999,103,114,206,462.92,False,0.0,True,False
b677c856,Sunfeast Dark Fantasy,Snacks & Packaged Foods,200,1139.39,1123.01,113,14,64,57,158,525.49,True,9.51,True,True
1f315e9a,Bingo Chips,Snacks & Packaged Foods,2000,105.08,94.88,183,25,15,27,63,10607.48,True,38.92,True,True
e1c541da,Pigeon Plastic Jug,Plasticware & Storage,1000,1059.89,888.85,129,999,105,79,114,2872.0,True,38.58,True,False
6d08547b,Mother Sparsh Wipes,Baby & Kids,200,970.0,968.35,37,20,48,29,48,213.25,False,0.0,True,False
36b80264,Himalaya Face Wash,Personal Care,5000,1160.4,863.43,434,999,50,57,258,28409.1,False,0.0,True,True
2bd45e5d,Pampers Diapers,Baby & Kids,1000,55.83,46.32,145,11,21,137,239,4916.01,False,0.0,True,False
bcdf6ddc,Balaji Wafers,Snacks & Packaged Foods,100,1038.6,992.25,174,18,6,124,232,481.95,True,19.78,True,True
5deb3431,Milky Mist Cream,Dairy & Eggs,2000,67.55,56.93,680,7,94,491,965,48709.11,True,22.35,True,True
052018d0,Kurkure Chilli Chatka,Snacks & Packaged Foods,50,438.88,381.95,485,9,68,425,522,833.23,True,8.59,True,False
ea967cd8,Fortune Biryani Rice,Staples & Dry Goods,1500,1011.46,678.2,473,29,80,134,445,18436.89,False,0.0,True,True
6f2ca5d4,Pigeon Plastic Jug,Plasticware & Storage,100,65.31,45.34,389,999,15,352,713,501.34,False,0.0,True,True
5821b2d1,Lizol Surface Cleaner,Home Cleaning,100,786.49,700.0,372,999,31,166,317,1454.2,True,23.0,True,True
cf5c4f20,Pril Liquid,Home Cleaning,500,744.74,679.87,97,999,64,76,112,1579.18,True,10.92,True,True
e2a0c74f,Pril Liquid,Home Cleaning,5000,1014.68,876.91,209,999,103,65,95,28851.06,True,29.44,True,False
c0524e28,Surf Excel Matic,Home Cleaning,50,831.74,607.12,629,999,78,451,871,1135.15,True,26.6,True,False
59bf3f09,Nivea Deodorant,Personal Care,200,377.98,307.79,697,999,30,423,578,1577.72,False,0.0,True,False
c76052db,Tata Sampann Moong Dal,Staples & Dry Goods,100,279.26,184.1,126,14,83,30,125,497.62,True,12.26,True,False
d29bdaf0,Rin Detergent Powder,Home Cleaning,5000,1198.55,1115.28,372,999,3,144,500,74329.15,False,0.0,True,False
6e8f08ce,Domex Disinfectant,Home Cleaning,500,781.44,567.45,132,999,37,60,127,2626.19,True,29.77,True,True
21ca8982,Paper Boat Jaljeera,Beverages,5000,899.89,820.62,531,11,112,113,451,48422.43,True,9.98,True,True
6430bc87,Dettol Soap,Personal Care,100,903.46,707.78,292,999,38,208,352,537.33,True,9.09,True,True
815b7a41,Mother Sparsh Wipes,Baby & Kids,1000,780.32,733.31,578,18,20,519,678,15758.91,True,14.71,True,True
f0d94f75,Natureland Organic Poha,Staples & Dry Goods,1000,269.38,194.68,481,3,28,190,432,6227.47,False,0.0,True,True
cfd5b40d,Rajdhani Sooji,Staples & Dry Goods,100,1128.91,782.79,430,4,17,238,574,926.32,True,39.37,False,True
21d060fe,HomePuff Tiffin Box,Plasticware & Storage,50,216.09,183.02,407,999,104,36,99,217.13,False,0.0,True,False
84fe061d,Real Mixed Fruit,Beverages,200,746.43,506.19,497,26,115,137,480,3414.91,True,5.11,True,True
c3322ac2,Too Yumm Chips,Snacks & Packaged Foods,500,955.56,815.75,415,13,45,358,647,2128.46,True,10.95,True,False
14d04a85,Amul Milk,Dairy & Eggs,5000,468.39,322.35,286,20,22,237,356,35532.14,False,0.0,True,False
b724e44b,Saffola Oats,Staples & Dry Goods,1000,1016.95,806.34,627,18,54,272,683,20802.33,True,6.64,True,True
ae08e97e,Fortune Biryani Rice,Staples & Dry Goods,5000,1096.13,928.08,199,25,17,35,183,25955.94,False,0.0,True,True
4cc5396b,Pril Liquid,Home Cleaning,50,278.48,231.51,600,999,64,217,657,1123.8,False,0.0,True,False
80fe0968,Pril Liquid,Home Cleaning,200,220.19,205.7,281,999,23,269,484,920.08,False,0.0,True,False
659a8583,Sunfeast Dark Fantasy,Snacks & Packaged Foods,50,865.05,638.54,183,5,105,120,212,339.85,True,29.83,True,True
046ebfe0,Bisleri 1L,Beverages,1500,554.89,424.93,463,21,40,57,180,23833.96,False,0.0,True,True
9bdb0f71,Daawat Brown Rice,Staples & Dry Goods,500,1064.41,866.08,355,7,111,195,443,6744.83,True,18.24,True,False
a3ede716,Patanjali Sugar,Staples & Dry Goods,2000,292.06,267.43,605,6,104,64,170,19263.09,False,0.0,True,True
e3ef0ff6,Parle-G Biscuits,Snacks & Packaged Foods,5000,343.92,240.24,647,10,89,340,936,67474.85,False,0.0,True,True
187da025,Tropicana Orange Juice,Beverages,200,857.18,811.24,567,11,27,347,613,3814.17,True,7.28,True,False
4a8dfea2,Amul Cheese Slices,Dairy & Eggs,100,412.11,287.71,241,29,95,7,187,255.29,True,14.14,True,False
da7b8a49,Balaji Wafers,Snacks & Packaged Foods,500,731.93,653.34,98,26,60,41,53,1860.16,True,33.35,True,True
37f0e6a7,24 Mantra Organic Chana,Staples & Dry Goods,2000,633.25,577.72,166,20,71,69,73,5884.55,True,30.77,True,True
76287123,Tata Sampann Moong Dal,Staples & Dry Goods,500,980.14,776.07,244,9,74,49,170,3111.15,True,28.41,True,False
66b6c4f7,Red Bull,Beverages,100,497.54,411.94,622,10,1,33,383,2066.03,False,0.0,True,True
cf93863c,HomePuff Tiffin Box,Plasticware & Storage,5000,56.61,43.92,370,999,33,168,526,43455.48,False,0.0,True,True
f7347e5d,Red Bull,Beverages,50,1010.4,937.51,231,19,67,134,351,340.59,True,23.78,True,False
5de07c78,Dettol Surface Wipes,Home Cleaning,5000,417.72,411.57,78,999,44,73,97,12696.85,False,0.0,True,False
a92bafbc,Cello Water Bottle,Plasticware & Storage,50,361.41,355.49,548,999,72,128,286,592.47,True,18.86,True,False
2a225bba,Fiama Shower Gel,Personal Care,2000,1028.43,734.85,453,999,53,238,456,9544.7,True,32.52,True,False
3d9df63f,Aavin Butter,Dairy & Eggs,200,556.14,417.55,688,12,15,300,985,4144.85,False,0.0,True,True
fda24082,Organic Tattva Besan,Staples & Dry Goods,50,180.69,144.44,507,15,37,83,564,397.91,True,22.26,True,False
94d1a32a,Patanjali Soap,Personal Care,500,759.97,528.07,10,999,108,10,12,147.9,False,0.0,True,False
1f6ecd40,Too Yumm Chips,Snacks & Packaged Foods,100,627.2,615.01,790,30,18,216,957,1938.86,False,0.0,True,False
bc8921b6,Rin Detergent Powder,Home Cleaning,5000,610.2,397.89,480,999,33,205,362,73343.78,False,0.0,True,True
8929fc85,Sunfeast Dark Fantasy,Snacks & Packaged Foods,1500,98.21,65.11,251,27,119,5,176,13474.69,False,0.0,True,True
a22e738e,Tide Detergent,Home Cleaning,200,1156.45,1114.16,508,999,19,146,363,2712.92,True,13.09,True,True
39d8b24e,Patanjali Sugar,Staples & Dry Goods,50,699.91,642.33,752,2,39,238,264,914.79,False,0.0,True,False
